#{"t_start": 1729553081.504801, "env_id": "None"}
0.977795,6,69.469394
-0.5,1,69.533146
1.138238,6,69.607056
0.843011,5,69.680587
2.214658,10,69.763189
0.068931,3,69.835184
-0.5,1,69.898539
-0.5,1,69.961772
0.145679,3,70.033783
0.11472,3,70.101899
0.182092,3,70.175155
0.414077,4,70.249272
-0.148968,2,70.318629
-0.223628,2,70.386213
0.904559,5,70.461174
-0.5,1,70.536461
-0.5,1,70.60711
-0.174787,2,70.677671
3.60404,13,70.769875
0.789246,5,70.840795
0.173596,3,70.906874
3.298837,13,70.993789
-0.5,1,71.059286
-0.5,1,71.126135
0.526048,4,71.200164
-0.178915,2,71.267201
-0.159676,2,71.332448
2.225646,9,71.411221
0.586033,4,71.480197
-0.196572,2,71.544517
0.07675,3,71.610119
0.110379,3,71.675672
0.728514,5,71.746212
-0.5,1,71.808987
0.444474,4,71.876983
-0.159268,2,71.941255
-0.5,1,72.00318
0.470999,4,72.071748
-0.5,1,72.143296
1.655844,8,72.22116
-0.201863,2,72.286863
0.508032,4,72.355531
7.261877,24,72.467696
-0.5,1,72.531651
1.567917,7,72.606637
0.47776,4,72.689677
0.420517,4,72.762097
-0.18475,2,72.828608
1.745582,9,72.912255
-0.212319,2,72.981735
0.136823,3,73.048251
0.495068,4,73.117225
-0.183436,2,73.184094
0.398726,4,73.252952
-0.198277,2,73.31639
1.19405,7,73.391742
-0.5,1,73.453571
-0.5,1,73.515641
0.825,5,73.585886
-0.5,1,73.649502
0.901516,5,73.722383
0.865697,5,73.792628
1.292258,6,73.864827
1.177132,6,73.937368
-0.17423,2,74.00104
0.126747,3,74.066534
-0.201872,2,74.132269
1.100734,6,74.210759
-0.5,1,74.27384
-0.143265,2,74.338726
0.116788,3,74.404508
-0.5,1,74.466217
-0.166272,2,74.53381
2.245668,9,74.619305
-0.5,1,74.684225
3.331939,12,74.769385
-0.5,1,74.834923
-0.5,1,74.901487
-0.5,1,74.966721
0.829975,5,75.036982
-0.5,1,75.100546
0.519014,4,75.171028
0.045175,3,75.241491
1.092561,6,75.314715
-0.5,1,75.379607
-0.5,1,75.444757
0.188739,3,75.51606
-0.191143,2,75.586052
0.172939,3,75.655998
-0.5,1,75.723285
-0.155416,2,75.788164
1.923576,8,75.865181
0.186833,3,75.931556
-0.138372,2,75.995085
0.506471,4,76.063868
-0.154866,2,76.129866
0.054186,3,76.200828
3.840485,14,76.295192
0.131211,3,76.362485
0.831996,5,76.432674
-0.5,1,76.493998
-0.195344,2,76.559016
1.369057,7,76.640223
0.435148,4,76.715531
0.165838,3,76.786605
0.166362,3,76.856529
-0.5,1,76.921689
0.806151,5,76.99736
-0.15674,2,77.063461
-0.5,1,77.12523
-0.5,1,77.186868
1.857432,8,77.265426
-0.5,1,77.328233
0.930207,5,77.398851
-0.207417,2,77.462394
0.473919,4,77.530113
0.222336,4,77.598135
-0.5,1,77.659574
0.103984,3,77.726765
0.910949,5,77.796678
0.590648,5,77.866133
0.211018,4,77.933644
-0.179756,2,77.998294
-0.194753,2,78.063116
0.181281,3,78.128663
-0.179787,2,78.192563
-0.5,1,78.25529
-0.5,1,78.316184
-0.173401,2,78.379975
0.582139,4,78.448191
0.836517,5,78.518924
-0.5,1,78.580971
-0.5,1,78.642597
-0.5,1,78.704964
1.185135,6,78.778916
0.157768,3,78.846185
0.562587,4,78.917706
0.469886,4,78.991856
-0.186209,2,79.062711
-0.15918,2,79.130987
2.105,9,79.219156
1.281519,6,79.297977
0.91742,5,79.373666
0.4504,4,79.443822
-0.5,1,79.505756
0.099954,3,79.572151
0.687858,5,79.6492
-0.5,1,79.718386
3.105028,11,79.803487
-0.5,1,79.867845
0.08263,3,79.942885
0.079185,3,80.094614
-0.160423,2,80.191827
-0.169259,2,80.28881
-0.5,1,80.379768
0.796266,5,80.465347
0.139093,3,80.532952
-0.5,1,80.597381
-0.143492,2,80.671367
-0.5,1,80.736807
-0.5,1,80.799576
-0.5,1,80.860928
-0.197059,2,80.924883
0.142948,3,80.990956
-0.5,1,81.056166
0.904705,5,81.131563
-0.5,1,81.202641
-0.5,1,81.30583
0.648626,5,81.386492
-0.5,1,81.458836
0.868029,5,81.531336
0.114229,3,81.59973
0.439797,4,81.676373
0.482185,4,81.910592
-0.5,1,81.991407
-0.5,1,82.100453
-0.191706,2,82.173814
-0.174626,2,82.294833
-0.5,1,82.368292
0.465287,4,82.438986
-0.5,1,82.501652
-0.5,1,82.562982
1.3809,7,82.637441
0.176177,3,82.704267
-0.5,1,82.766656
-0.197361,2,82.830123
-0.167818,2,82.894169
0.506307,4,82.96382
-0.201114,2,83.028109
3.710634,13,83.127969
-0.5,1,83.191368
0.368955,4,83.260582
0.168045,3,83.326644
-0.5,1,83.388353
0.471536,4,83.462405
0.427781,4,83.532165
-0.5,1,83.593217
-0.5,1,83.655068
0.402111,4,83.729372
-0.5,1,83.796289
-0.5,1,83.860035
0.827176,5,83.933522
0.20972,3,84.001442
0.188624,3,84.076667
-0.5,1,84.13807
0.143303,3,84.204449
1.732525,8,84.283657
1.106306,6,84.357278
1.444505,7,84.432125
0.108664,3,84.498547
0.442414,4,84.567363
0.74264,5,84.638809
2.620511,10,84.786747
0.738733,5,84.858598
-0.149011,2,84.923211
-0.5,1,84.984828
-0.170384,2,85.048655
-0.179441,2,85.11205
2.667201,10,85.193629
-0.5,1,85.257503
-0.5,1,85.319449
0.205101,3,85.385727
-0.5,1,85.44744
-0.180748,2,85.518535
-0.5,1,85.583617
0.528939,4,85.652975
-0.5,1,85.718053
-0.5,1,85.780109
-0.5,1,85.841954
0.142885,3,85.908335
0.050277,3,85.974137
-0.5,1,86.036177
0.655877,5,86.108938
-0.5,1,86.171138
-0.5,1,86.233961
-0.19797,2,86.300613
-0.183384,2,86.368903
-0.5,1,86.436526
-0.5,1,86.499823
-0.5,1,86.565405
-0.5,1,86.627941
-0.5,1,86.689887
-0.5,1,86.753255
0.197843,3,86.818732
0.180937,3,86.884407
0.866446,5,86.954935
0.230274,4,87.023053
-0.5,1,87.084991
1.193871,6,87.157424
-0.159255,2,87.222281
1.639572,8,87.300757
3.321913,12,87.419271
0.183021,3,87.574173
0.129946,3,87.652387
2.013965,9,87.753917
-0.5,1,87.826541
6.094083,19,87.941582
-0.153033,2,88.014657
-0.5,1,88.082276
0.515069,4,88.156852
-0.5,1,88.22122
1.570315,7,88.29723
-0.5,1,88.359502
-0.5,1,88.42122
-0.5,1,88.48409
-0.191249,2,88.548753
1.396254,7,88.627663
0.197109,3,88.6994
-0.206578,2,88.819693
-0.5,1,88.897496
0.461825,4,88.97874
-0.053961,3,89.052919
-0.5,1,89.123002
-0.5,1,89.192513
-0.167597,2,89.268207
0.732665,5,89.348286
0.205326,3,89.420525
-0.139654,2,89.490551
1.737441,8,89.594083
-0.5,1,89.673474
-0.211453,2,89.754554
-0.5,1,89.833434
0.504305,4,89.922218
0.721361,5,89.999389
0.718023,5,90.080244
-0.2007,2,90.15692
-0.204477,2,90.242832
1.461812,7,90.323098
0.119884,3,90.390308
-0.5,1,90.453775
-0.16647,2,90.518161
-0.149217,2,90.582436
-0.18311,2,90.648063
-0.5,1,90.710421
0.788407,5,90.877704
-0.5,1,90.947139
-0.180501,2,91.016803
-0.5,1,91.078724
2.300092,9,91.15767
-0.5,1,91.220226
-0.5,1,91.286331
2.388002,10,91.36972
-0.183522,2,91.434111
0.074188,3,91.500541
-0.5,1,91.564954
0.152,3,91.70549
0.149326,3,91.820973
0.409783,4,91.901504
-0.155262,2,91.968043
0.097166,3,92.03679
-0.5,1,92.099455
1.156818,6,92.17161
-0.5,1,92.237315
0.131467,3,92.304461
-0.5,1,92.367999
-0.5,1,92.432031
-0.157827,2,92.496635
-0.16889,2,92.561324
-0.5,1,92.623622
-0.5,1,92.68468
0.186499,3,92.757602
-0.5,1,92.830026
-0.5,1,92.899867
0.217813,3,92.971636
1.668363,8,93.056721
1.642766,8,93.133695
0.925621,5,93.203881
0.13878,3,93.270425
-0.5,1,93.332918
0.817038,5,93.404413
-0.5,1,93.466243
1.414342,7,93.542235
-0.176461,2,93.607625
3.273752,13,93.695425
0.439497,4,93.764436
0.959811,5,93.83418
-0.5,1,93.896097
0.944083,5,93.966916
0.530628,4,94.036236
0.16743,3,94.102216
-0.5,1,94.164904
-0.5,1,94.226306
0.434613,4,94.294638
0.534062,4,94.363088
0.092968,3,94.428964
0.403812,4,94.497145
3.282035,12,94.583834
1.788457,8,94.660137
-0.5,1,94.721914
0.72631,5,94.792065
-0.184209,2,94.856865
0.009794,3,94.922796
1.731941,8,95.00109
0.78343,5,95.072931
-0.164781,2,95.137601
0.487396,4,95.211228
-0.198962,2,95.280028
1.110151,6,95.357544
-0.5,1,95.420106
-0.183598,2,95.484316
-0.5,1,95.546173
-0.5,1,95.609079
0.351519,4,95.676798
0.144544,3,95.742547
0.46508,4,95.811519
0.456752,4,95.880073
-0.5,1,95.94062
-0.5,1,96.003054
-0.5,1,96.064638
-0.166043,2,96.127843
-0.172003,2,96.193816
1.253704,6,96.270864
0.893909,5,96.343095
-0.5,1,96.405774
2.587964,10,96.78441
-0.179001,2,96.854397
0.821377,5,96.930285
2.34739,10,97.012743
3.716182,14,97.102846
-0.5,1,97.165416
0.332672,5,97.235342
1.176046,6,97.307626
-0.5,1,97.370089
-0.5,1,97.432228
0.11792,3,97.499134
0.109367,3,97.566929
-0.179572,2,97.631806
2.221133,9,97.71238
-0.5,1,97.779629
1.081824,6,97.858439
0.813015,5,97.934012
-0.5,1,97.996296
0.122432,3,98.062894
0.070492,3,98.128013
1.532371,7,98.204429
0.806881,5,98.278693
0.535963,4,98.3468
0.427552,4,98.415117
-0.5,1,98.476929
0.523435,4,98.543812
-0.5,1,98.605074
-0.5,1,98.667928
0.150017,3,98.734635
-0.5,1,98.796988
2.659478,11,98.880229
1.850516,8,98.962614
-0.165131,2,99.035117
-0.5,1,99.102063
-0.5,1,99.17131
-0.5,1,99.234337
-0.173811,2,99.2978
0.903465,5,99.367821
2.980144,11,99.45204
0.66137,5,99.523086
3.72123,14,99.613444
1.880139,8,99.693948
-0.166141,2,99.76308
-0.5,1,99.824567
0.543792,4,99.892754
1.473639,7,99.968187
1.910991,8,100.045793
6.031809,20,100.148588
0.19803,3,100.214448
3.535384,14,100.304459
-0.5,1,100.366369
6.065364,20,100.468829
1.956913,8,100.548993
0.127768,3,100.61914
0.112712,3,100.691248
0.526041,4,100.76247
5.215897,17,100.862534
1.087849,6,100.939328
0.16029,3,101.007988
6.287052,20,101.112553
0.137284,3,101.179861
-0.5,1,101.242191
-0.5,1,101.304279
-0.5,1,101.366918
-0.217991,2,101.431952
-0.168211,2,101.499874
0.502092,4,101.568441
0.740198,5,101.641152
1.539169,7,101.71622
-0.5,1,101.778279
-0.17397,2,101.841987
0.079382,3,101.90779
0.42305,4,101.976231
-0.163016,2,102.040808
2.805255,12,102.126053
-0.5,1,102.18676
1.140671,6,102.258136
0.521129,4,102.325853
-0.5,1,102.38665
1.303042,7,102.460311
0.801332,5,102.531846
0.435171,4,102.599362
1.474559,7,102.672748
-0.5,1,102.734965
1.168085,6,102.807085
0.399371,4,102.875348
0.528095,4,102.942797
0.171315,3,103.009133
0.038317,3,103.076103
-0.5,1,103.136707
0.728021,5,103.207757
0.442068,4,103.275603
-0.5,1,103.336385
0.50018,4,103.403634
-0.5,1,103.466416
0.176722,3,103.531074
0.123906,3,103.60141
-0.5,1,103.667431
-0.146574,2,103.735527
7.25621,23,103.857708
-0.5,1,103.936784
-0.5,1,104.009003
0.805454,5,104.085646
0.485098,4,104.156936
0.521823,4,104.225529
1.701128,8,104.30179
-0.5,1,104.3641
0.164293,3,104.429384
-0.194003,2,104.494838
3.127263,12,104.579107
-0.164033,2,104.6444
-0.5,1,104.70829
-0.5,1,104.77263
0.147952,4,104.842989
1.556744,8,104.922752
-0.5,1,104.988118
-0.5,1,105.057298
-0.21289,2,105.123231
1.647222,8,105.199645
0.17042,3,105.266223
0.047343,3,105.331724
-0.5,1,105.39775
-0.5,1,105.466467
0.793952,5,105.543008
-0.5,1,105.609481
3.399228,12,105.70335
0.757188,5,105.777191
0.126387,3,105.843593
1.12829,6,105.922946
-0.5,1,105.989413
3.328986,13,106.081774
-0.19112,2,106.150226
0.526845,4,106.217682
-0.5,1,106.285207
1.632539,7,106.362333
-0.170289,3,106.430718
2.810337,11,106.513973
-0.5,1,106.577759
-0.204398,2,106.642262
-0.5,1,106.707559
0.333901,4,106.780661
0.191468,3,106.852005
-0.5,1,106.917093
-0.193693,2,106.986689
2.019442,9,107.069434
1.801804,8,107.15307
1.676346,9,107.235064
5.833521,19,107.336414
0.723755,5,107.408303
0.816349,5,107.483271
-0.5,1,107.547548
-0.5,1,107.609898
2.013665,8,107.688518
1.461497,7,107.770306
0.146994,3,107.840417
2.434371,10,107.924817
1.970211,8,108.003894
-0.160114,2,108.072355
-0.1752,2,108.138037
1.220968,6,108.213409
-0.5,1,108.282185
-0.5,1,108.345255
0.529422,4,108.415624
0.421506,4,108.487129
3.663552,14,108.584069
0.437827,4,108.661894
2.116717,9,108.748555
2.331653,10,108.839176
2.158537,9,108.922391
-0.5,1,108.993642
-0.5,1,109.063921
-0.181622,2,109.136621
-0.220856,2,109.203535
-0.167477,2,109.269348
-0.5,1,109.330134
0.497362,4,109.397908
0.148266,3,109.466713
0.166478,3,109.541906
-0.5,1,109.612499
0.543413,4,109.6835
0.173495,3,109.749163
-0.5,1,109.810556
-0.5,1,109.874434
0.836956,5,109.94742
-0.5,1,110.013728
0.866005,5,110.08379
1.087141,6,110.156986
3.142079,12,110.245917
0.417552,4,110.320004
-0.160941,2,110.387498
0.473998,4,110.455577
-0.153413,2,110.521251
1.202604,6,110.598621
0.10276,3,110.67579
1.774032,8,110.761368
0.14948,3,110.83035
0.144349,3,110.896562
-0.5,1,110.960446
2.791188,12,111.054901
0.385358,4,111.133269
1.682767,7,111.214908
0.821686,5,111.29316
-0.191948,2,111.365098
0.447196,4,111.440157
2.70461,11,111.531896
2.991035,12,111.617837
1.052154,6,111.695134
-0.196366,2,111.771782
3.194947,13,111.869423
-0.5,1,111.936528
-0.158374,2,112.005447
-0.5,1,112.069918
1.083965,6,112.145827
0.131588,3,112.22166
1.010955,6,112.297489
2.278106,10,112.381059
0.550014,4,112.45131
1.077241,6,112.526411
3.656959,15,112.617324
1.732357,8,112.695011
-0.36954,3,112.761999
2.571274,10,112.841954
-0.5,1,112.904948
0.512347,4,112.972218
0.074614,3,113.038185
0.491641,4,113.106765
0.626956,5,113.187449
0.507389,4,113.262363
0.13799,3,113.331266
0.570272,4,113.40261
-0.5,1,113.463216
-0.1716,2,113.526742
1.111557,6,113.598923
-0.5,1,113.661301
2.82894,11,113.746662
0.909781,5,113.82383
0.523978,4,113.898286
0.418109,4,113.967828
1.225638,6,114.04133
-0.5,1,114.102803
-0.159057,2,114.164856
-0.5,1,114.226956
2.887879,12,114.310883
0.139112,3,114.380032
2.108997,9,114.464061
0.860687,5,114.536272
2.317779,10,114.617315
0.139725,3,114.683238
3.153972,12,114.767127
-0.5,1,114.829534
0.56567,4,114.896683
1.516195,8,114.973554
0.158168,3,115.04404
0.803281,5,115.118704
0.501747,4,115.197909
0.456023,4,115.271915
0.182622,3,115.34207
2.412546,10,115.42734
-0.158373,2,115.495122
-0.159552,3,115.564722
1.154598,6,115.641298
0.798033,5,115.713346
-0.5,1,115.779982
0.174011,3,115.849063
1.950699,9,115.933112
-0.5,1,115.993843
0.673966,5,116.066364
-0.140561,2,116.130527
1.554145,8,116.20852
1.386251,7,116.289482
1.522624,7,116.368843
1.720517,8,116.444302
-0.5,1,116.506514
1.847307,8,116.582589
2.977322,11,116.668221
-0.5,1,116.732202
0.532671,4,116.806754
0.611248,4,116.87698
-0.152869,2,116.940166
-0.171636,2,117.004888
-0.5,1,117.065421
0.178858,3,117.130751
4.946084,17,117.227443
0.495409,4,117.29911
-0.5,1,117.36229
0.125355,3,117.429207
0.837984,5,117.501982
1.139684,6,117.577612
0.489081,4,117.648008
-0.5,1,117.712359
0.131571,3,117.78083
0.53418,4,117.849838
0.331304,4,117.918981
1.082797,6,117.991023
-0.188172,2,118.055058
-0.5,1,118.115431
-0.2092,2,118.178184
1.864417,8,118.254421
-0.149688,2,118.319278
-0.5,1,118.380608
0.132179,3,118.45226
-0.5,1,118.51771
0.219259,3,118.584301
2.26844,10,118.664553
1.849902,8,118.741704
-0.168164,2,118.807522
0.789946,5,118.87662
0.42884,4,118.945133
-0.5,1,119.004732
0.128475,3,119.070343
-0.192007,2,119.133634
-0.5,1,119.194487
-0.203385,2,119.258618
-0.5,1,119.323245
0.486261,4,119.393459
-0.5,1,119.458247
-0.22144,2,119.524393
0.160149,3,119.593973
-0.5,1,119.657009
0.0832,3,119.7271
2.792707,12,119.816466
1.253007,6,119.888569
-0.179873,2,119.953296
0.346522,4,120.020184
-0.5,1,120.080482
-0.199209,2,120.1429
-0.5,1,120.205146
0.457801,4,120.271682
-0.5,1,120.332954
0.655174,5,120.401234
-0.201425,2,120.464479
1.455616,7,120.538477
1.027187,6,120.610933
-0.166762,2,120.674319
2.811851,12,120.759638
-0.5,1,120.821595
-0.171612,2,120.883746
1.389301,7,120.956627
1.296581,6,121.028844
0.700029,5,121.099094
0.648068,5,121.169185
0.46404,4,121.236373
0.100771,3,121.301934
0.550411,4,121.369789
1.276105,6,121.441803
-0.5,1,121.502325
1.618691,7,121.576016
-0.185685,2,121.639955
0.744081,5,121.70922
-0.161846,2,121.77556
-0.5,1,121.841954
0.102859,3,121.913716
-0.5,1,121.976919
1.485606,7,122.05059
0.741412,5,122.119306
2.947038,11,122.200801
0.129643,3,122.266721
-0.5,1,122.330355
1.167438,6,122.400671
0.194463,3,122.46581
0.415715,4,122.532525
0.576475,4,122.599991
0.086951,3,122.664476
0.105283,3,122.730999
1.146158,6,122.802512
0.456044,4,122.870573
5.489475,18,122.968776
-0.184233,2,123.032304
1.743846,8,123.108081
-0.5,1,123.170004
-0.5,1,123.229731
-0.161293,2,123.293469
0.801488,5,123.362851
1.394752,7,123.438806
0.170223,3,123.504598
-0.188346,2,123.576594
-0.5,1,123.645079
0.558311,4,123.719972
-0.171456,2,123.78513
0.57271,4,123.856251
0.880022,5,123.930415
-0.205835,2,123.995042
0.16687,3,124.063961
0.744994,5,124.133703
-0.5,1,124.194751
2.198968,9,124.271879
-0.194335,2,124.336642
0.162808,3,124.400719
-0.5,1,124.462416
-0.5,1,124.524102
2.246627,9,124.602715
1.384831,7,124.681291
-0.173411,2,124.744574
-0.5,1,124.80625
-0.5,1,124.868021
1.10635,6,124.938824
1.220703,6,125.011542
1.543912,7,125.085122
1.753639,8,125.163301
-0.196202,2,125.229651
2.835293,10,125.316537
3.304619,13,125.40697
0.466669,4,125.481229
0.49413,4,125.553671
-0.191061,2,125.616933
1.000152,6,125.687613
2.093447,9,125.765927
0.178259,3,125.836519
0.137615,3,125.902228
-0.161832,2,125.969262
-0.5,1,126.036155
0.533767,5,126.109132
2.786105,11,126.191347
-0.171736,2,126.254925
1.59963,8,126.330772
1.568148,7,126.405459
-0.5,1,126.466134
-0.5,1,126.526388
0.177638,3,126.592396
-0.5,1,126.65423
-0.159674,2,126.716686
0.377009,4,126.783439
0.141441,3,126.847713
4.735227,17,126.942481
-0.5,1,127.004704
0.179256,3,127.069247
0.81038,5,127.13835
0.753682,5,127.208003
1.332041,7,127.281844
0.465223,4,127.350572
0.122427,3,127.415537
0.160658,3,127.481295
-0.5,1,127.541489
0.468359,4,127.608642
0.928811,5,127.679092
0.118353,3,127.745228
2.253761,10,127.824921
0.755484,5,127.894557
1.968673,9,127.97622
0.16902,3,128.046315
0.502253,4,128.115726
0.15075,3,128.184317
1.005969,6,128.260247
0.52381,4,128.328871
-0.177823,2,128.39226
-0.5,1,128.451794
1.924374,8,128.527793
0.448862,4,128.594778
0.139563,3,128.660199
-0.5,1,128.721964
-0.5,1,128.781565
-0.173779,2,128.847365
-0.5,1,128.91406
-0.134417,2,128.982664
0.197871,3,129.050155
-0.5,1,129.110181
4.28849,14,129.49538
-0.21424,2,129.564308
1.689681,8,129.64671
-0.5,1,129.712856
-0.5,1,129.773804
0.163237,3,129.8393
0.43464,4,129.90674
0.796295,5,129.97696
-0.5,1,130.03907
2.465563,11,130.121101
0.458708,4,130.190938
0.854323,5,130.262614
1.061286,6,130.335111
-0.5,1,130.396339
-0.5,1,130.457175
0.801877,5,130.529289
0.696356,5,130.601955
0.557111,4,130.675907
1.528256,7,130.752657
-0.5,1,130.819117
-0.18833,2,130.884803
0.885404,6,130.958147
2.625565,11,131.042929
-0.172635,2,131.106525
4.096986,14,131.195954
-0.174572,2,131.262203
0.17696,3,131.328575
3.696655,13,131.416676
0.793869,5,131.488076
-0.184477,2,131.551136
-0.5,1,131.61549
-0.5,1,131.681491
2.531295,10,131.763801
-0.5,1,131.834738
1.702954,8,131.91941
0.517867,4,131.988666
-0.17707,2,132.05259
2.731665,12,132.136795
1.818839,8,132.215027
-0.5,1,132.277032
0.079907,3,132.342911
-0.5,1,132.404822
-0.174218,2,132.468066
1.356696,7,132.542337
2.401382,9,132.622569
0.148007,3,132.68934
2.117383,9,132.768116
-0.5,1,132.82956
1.532458,7,132.906197
0.781374,5,132.976841
1.337614,7,133.053497
6.419298,21,133.158403
1.715271,8,133.235404
-0.5,1,133.299314
-0.135474,2,133.365917
1.770022,8,133.444329
1.424953,7,133.522479
1.132112,6,133.5996
4.080463,14,133.692134
0.510712,4,133.762156
0.633983,5,133.833147
1.222321,6,133.907179
2.354064,9,133.986785
0.381239,4,134.054891
-0.5,1,134.118529
-0.5,1,134.181702
0.822085,5,134.252447
-0.200195,2,134.31746
-0.17724,2,134.381175
0.808083,5,134.455311
0.452021,4,134.524537
2.723418,10,134.610251
0.482715,4,134.687169
0.109018,3,134.761433
1.455613,7,134.844325
2.288607,9,134.92906
-0.166181,2,135.001238
-0.198651,2,135.070798
3.339148,12,135.163294
-0.161458,2,135.232994
-0.5,1,135.296001
0.173588,3,135.363381
-0.5,1,135.425332
2.140788,10,135.506204
4.601155,16,135.603348
3.159956,12,135.69008
-0.5,1,135.7556
2.43916,10,135.837883
-0.5,1,135.899535
5.828063,19,136.003488
-0.5,1,136.072527
-0.5,1,136.142392
-0.5,1,136.208683
-0.5,1,136.272333
1.2465,7,136.348443
-0.185547,2,136.41463
2.957505,13,136.504916
0.846463,5,136.575315
3.740162,14,136.665223
1.233877,6,136.73848
6.418848,21,136.84472
1.638737,7,136.922382
1.872135,8,136.999771
0.183122,3,137.065808
1.109891,6,137.136845
0.441442,4,137.204881
0.298847,4,137.272487
-0.5,1,137.333735
-0.5,1,137.394909
0.81422,5,137.464556
-0.200901,2,137.528521
1.805286,8,137.606186
2.282893,11,137.690111
-0.5,1,137.75136
1.683779,7,137.824806
2.146534,9,137.905097
